prolificId,order,text,wordCount,createdAt
p89,6,Connectivity Reimagined,2,01:38.4
p89,7,The Future of Phone,4,01:38.4
p89,8,Phone X,2,01:38.4
p90,1,Snap into creativity with Snapdragon,5,21:55.0
p90,2,Infinite pixels for infinite possibilities,5,21:55.0
p90,3,Simple. Powerful. You.,3,21:55.0
p90,4,Your phone. Your realm.,4,21:55.0
p90,5,The future of phones.,4,21:55.0
p91,1,Visualizing the World of Tomorrow,5,05:51.8
p91,2,Connected to the Future,4,05:51.8
p91,3,Now Connecting You to the Future,6,05:51.8
p91,4,"The Smartphone of Tomorrow, Today",5,05:51.8
p91,5,"Tomorrow, Today",2,05:51.8
p92,1,Be smart about it,4,06:10.7
p92,2,Your choice is now,4,06:10.7
p92,3,Fast is here,3,06:10.7
p92,4,We are the future,4,06:10.7
p93,1,To innovation... and beyond,4,23:53.2
p93,2,Simplicity made easy,3,23:53.2
p93,3,Innovation at hand,3,23:53.2
p93,4,Redefining innovative simplicity,3,23:53.2
p93,5,Power endlessness,2,23:53.2
p93,6,Life simplicity at your hands,5,23:53.2
p94,1,Call the person on your mind,6,29:18.1
p94,2,The answer is in your phone,6,29:18.1
p94,3,They don't but it does,5,29:18.1
p94,4,A phone that knows you,5,29:18.1
p94,5,It's ready to help,4,29:18.1
p94,6,Hear that? It's for you,5,29:18.1
p94,7,Use it for everything,4,29:18.1
p94,8,Expensive because it's worth it,5,29:18.1
p94,9,Like to phone a friendly?,5,29:18.1
p94,10,It's ok phone it in,5,29:18.1
p95,1,Smarter phone. Smarter you.,4,04:41.7
p95,2,Capture life instantly.,3,04:41.7
p95,3,Built for every moment.,4,04:41.7
p95,4,Technology that understands you.,4,04:41.7
p95,5,Think It. Tap It. Done.,5,04:41.7
p95,6,tHINK less do more,4,04:41.7
